wdid,icrsra,icrsdec,spectype,teff,logg,Dpc
Gaia DR2 4838475100705496192,04 05 18.44,-44 03 42.34,DA,4383.0,8.037,70.54
Gaia DR2 4838604499478335232,04 12 36.18,-44 11 39.93,DA:,4978.0,7.838,93.90
Gaia DR2 483864521578673024,04 53 14.52,67 25 56.28,DC,5078.0,8.028,52.55
Gaia DR2 4838663392070177920,04 11 08.66,-43 59 09.19,DZ:,4742.0,8.133,87.92
Gaia DR2 4839422677865054464,04 17 42.24,-43 48 09.22,DA,6512.0,8.265,44.61
Gaia DR2 4839652643297670528,04 19 32.17,-42 20 36.68,DA,4198.0,7.303,91.05
Gaia DR2 4839716380612208768,04 27 43.51,-42 55 47.03,DA,5478.0,7.973,83.26
Gaia DR2 4839901583898106496,04 26 44.33,-41 53 42.34,DAZ,6127.0,8.124,34.41
Gaia DR2 4840098941938965376,04 21 08.25,-41 15 27.72,DA,5951.0,8.362,81.34
Gaia DR2 4840818675378752512,04 19 56.44,-41 23 41.65,DA:,5401.0,8.037,73.53
Gaia DR2 4841006524364317824,04 21 52.19,-40 10 57.38,DA,6334.0,8.062,80.13
Gaia DR2 484231556602236288,05 15 18.12,67 12 47.28,DC:,5245.0,8.219,52.32
Gaia DR2 4842472688760384384,04 02 41.47,-40 37 52.40,DA,9953.0,7.958,45.30
Gaia DR2 4842515462338645760,03 51 39.70,-43 03 11.70,DC,7174.0,8.134,90.43
Gaia DR2 4842895932017585664,03 48 13.06,-41 27 15.48,DC,5218.0,7.86,78.41
Gaia DR2 4843641740202628608,04 07 19.05,-41 27 11.70,DA,7048.0,8.215,64.29
Gaia DR2 4844201980032910208,04 12 29.57,-40 00 21.79,DA,7512.0,7.987,53.81
Gaia DR2 4844687036459504768,04 12 16.46,-38 01 24.43,DC,7214.0,7.837,73.18
Gaia DR2 484597380437347584,05 31 36.78,68 28 46.14,DA,6116.0,8.225,55.76
Gaia DR2 4846626845552129920,03 34 39.99,-44 58 05.84,DA,7812.0,8.251,79.44
Gaia DR2 4847139080531820288,03 17 42.55,-45 05 40.72,DA,5364.0,8.098,57.79
Gaia DR2 4847443748331819136,03 16 49.02,-44 37 44.13,DA,5677.0,8.143,40.33
Gaia DR2 4847824630326516352,03 26 37.45,-42 54 52.79,DA,6189.0,7.955,73.67
Gaia DR2 4847850193972546176,03 20 29.88,-43 58 10.56,DA,4942.0,7.96,80.64
Gaia DR2 4848399155217365504,03 37 05.16,-42 53 24.15,CND,,,80.35
Gaia DR2 4848412796032931712,03 31 51.29,-43 57 29.26,DA,6769.0,8.025,81.72
Gaia DR2 4848477804658181376,03 30 50.93,-43 41 18.64,DA,6527.0,8.011,88.75
Gaia DR2 4848934754819013248,03 42 12.53,-41 43 05.28,DA,5736.0,8.361,93.79
Gaia DR2 4849221800369242368,03 39 04.54,-40 46 57.28,DA,7910.0,6.987,67.57
Gaia DR2 4849317251721199232,03 29 27.00,-42 26 50.62,DA,5705.0,7.967,70.54
Gaia DR2 4849332228272049792,03 27 53.35,-42 37 28.75,DA,6233.0,8.034,83.62
Gaia DR2 4849513308388147200,03 31 57.05,-41 18 11.68,DA,5828.0,7.88,56.08
Gaia DR2 4849932359757305216,03 34 46.88,-40 34 38.36,DA,7039.0,8.455,98.00
Gaia DR2 4850394425224098944,03 11 16.80,-44 46 29.38,DA,7762.0,7.966,77.98
Gaia DR2 4850650100332034176,03 14 29.96,-42 56 10.91,DZ,6155.0,8.114,53.00
Gaia DR2 485070136078136704,05 35 50.51,69 20 27.96,DA,5942.0,8.261,91.56
Gaia DR2 4850775307220110336,03 09 40.52,-43 02 36.59,DA,8367.0,8.529,63.78
Gaia DR2 4850844228558819584,03 13 30.89,-42 42 44.79,DC,4993.0,7.957,38.86
Gaia DR2 4850901922856095872,03 09 35.77,-42 22 25.72,DA,6750.0,8.052,97.53
Gaia DR2 4851142853341288064,03 21 21.62,-41 42 21.43,DB,13397.0,8.687,41.88
Gaia DR2 4851522283635949952,03 04 54.03,-43 03 23.13,DA,5422.0,8.075,91.12
Gaia DR2 4851810390042086400,03 02 02.21,-42 03 07.83,DA,5958.0,8.164,65.20
Gaia DR2 4852361966922051840,03 08 45.98,-40 36 20.68,,,,74.28
Gaia DR2 4852558680719618304,03 09 52.21,-39 45 49.24,DA,4570.0,7.909,84.71
Gaia DR2 4853382867764646912,03 33 01.54,-38 40 25.96,DA,10039.0,8.166,98.99
Gaia DR2 485374906957209728,05 17 29.96,68 55 52.10,DA,5574.0,8.206,64.32
Gaia DR2 4854666478871104256,03 20 31.56,-36 56 56.80,DA,10879.0,7.93,86.39
Gaia DR2 485472355473468672,05 33 29.37,69 40 39.86,DA,7495.0,8.196,62.91
Gaia DR2 4854873285839836288,03 22 32.55,-35 56 33.76,DA,8839.0,8.034,94.43
Gaia DR2 4855425279331437568,03 45 37.29,-38 56 46.04,DA,5473.0,8.038,56.50
Gaia DR2 4855659367934097280,03 51 41.58,-38 52 44.38,DA,5540.0,8.3,77.21
Gaia DR2 4855870439806768384,03 50 12.20,-38 30 51.96,DA,6782.0,8.763,91.22
Gaia DR2 4855870439806768512,03 50 12.14,-38 30 57.26,DA,6356.0,8.344,88.47
Gaia DR2 4857787717504233600,03 59 25.78,-36 28 15.22,DA,9523.0,7.923,96.17
Gaia DR2 4858330837592324608,03 49 43.10,-36 38 57.15,DA,8604.0,8.043,92.58
Gaia DR2 4858755012858698368,03 49 32.50,-35 04 04.83,DA,16375.0,7.965,89.37
Gaia DR2 485919719266692736,05 34 02.03,70 11 28.84,DQ,8928.0,8.291,89.77
Gaia DR2 4859693858350029056,03 30 50.12,-37 23 59.10,DA,6318.0,8.012,99.56
Gaia DR2 4859888158373973632,03 33 36.94,-36 27 06.17,DC:,4872.0,7.88,79.90
Gaia DR2 4860061541910268160,03 40 10.97,-36 10 38.68,DA,5608.0,7.829,34.39
Gaia DR2 48601544980508672,04 18 27.61,19 29 02.24,DB,11838.0,7.98,90.86
Gaia DR2 4860937715238641792,03 27 35.32,-35 30 44.92,DA,5656.0,8.117,83.36
Gaia DR2 486103780086543232,05 57 28.27,71 27 41.99,DA,5702.0,7.933,93.35
Gaia DR2 4861651843744416384,03 45 52.94,-35 14 21.44,DA:,5549.0,8.224,73.35
Gaia DR2 4861866798268668544,03 46 03.00,-34 16 37.92,DA,6481.0,8.266,82.64
Gaia DR2 4862132231542900608,03 43 56.23,-33 41 06.21,DA,9091.0,8.013,87.75
Gaia DR2 4862366049562428928,03 53 35.54,-33 06 26.08,DA,4809.0,7.847,93.12
Gaia DR2 4863721674384328320,03 42 41.83,-31 08 30.20,DA,5284.0,8.367,86.81
Gaia DR2 4864405227019005056,04 28 01.36,-39 21 53.73,DA,5509.0,8.544,68.09
Gaia DR2 4864861112027378944,04 31 37.08,-38 16 10.90,CND,,,91.23
Gaia DR2 4866360639729907840,04 43 17.60,-37 15 25.33,DA,6254.0,8.302,85.79
Gaia DR2 4867047628338450560,04 45 52.13,-35 34 52.71,DC:,5031.0,8.028,76.18
Gaia DR2 4867104257483687040,04 44 27.32,-35 17 46.25,DBA,13404.0,7.948,59.09
Gaia DR2 4867397822792019072,04 35 50.42,-35 59 18.79,DA:,5759.0,8.148,78.88
Gaia DR2 4868333270965328896,04 40 37.45,-33 30 35.03,DA,7194.0,7.915,59.26
Gaia DR2 4868747301516569728,04 14 53.99,-37 18 12.39,DA,7100.0,8.116,96.76
Gaia DR2 4869193703237432832,04 25 46.14,-35 31 44.42,DA,6281.0,8.316,79.91
Gaia DR2 4870090943381248128,04 19 30.76,-35 20 47.36,DA,10759.0,8.086,89.06
Gaia DR2 487026235983960576,03 46 29.21,62 33 30.55,DC:,4889.0,7.881,51.02
Gaia DR2 4870429210709914496,04 16 59.26,-34 01 28.73,DA,6774.0,8.019,62.98
Gaia DR2 4870733985884823680,04 28 19.70,-34 58 18.97,DA,6689.0,7.989,76.50
Gaia DR2 4870749752708655872,04 29 50.24,-34 52 06.23,DA,10848.0,8.394,85.37
Gaia DR2 4870863105485561984,04 32 09.93,-34 21 43.54,DA,6101.0,7.432,92.52
Gaia DR2 4870878468583718912,04 30 51.86,-34 10 50.93,,,,83.34
Gaia DR2 4871292774013536768,04 35 04.17,-33 23 01.60,DA,5273.0,8.058,88.13
Gaia DR2 4871521579808229888,04 32 35.51,-32 54 09.99,DA,6140.0,8.068,48.24
Gaia DR2 4871830057242702848,04 25 10.44,-33 23 37.27,DA:,11615.0,8.679,86.33
Gaia DR2 4871852494151751296,04 23 21.86,-33 34 28.12,DA,6395.0,8.333,78.85
Gaia DR2 4872721451935448576,04 27 26.60,-31 14 57.99,DA,5534.0,8.212,80.90
Gaia DR2 4872879506731875072,04 29 38.88,-30 24 24.67,DZ,7810.0,8.002,89.09
Gaia DR2 4873065637730982528,04 55 31.12,-34 23 59.07,DA:,5224.0,7.78,82.78
Gaia DR2 4873478092029384704,04 57 55.63,-33 54 28.38,DA:,5220.0,8.21,62.86
Gaia DR2 4873991147347450752,04 57 39.63,-31 55 19.42,DA,10051.0,7.942,84.74
Gaia DR2 4875287235334761088,05 03 46.86,-31 24 51.11,DA,6338.0,8.273,69.94
Gaia DR2 4875336709061400192,05 08 32.22,-31 21 25.58,DA:,5677.0,7.796,82.62
Gaia DR2 4875543108012749312,05 01 54.03,-31 08 47.58,DZ:,5682.0,7.972,92.31
Gaia DR2 4876066406825047296,05 04 56.16,-30 12 06.79,DC,4873.0,7.899,49.99
Gaia DR2 4877151899679280128,05 00 47.42,-28 40 35.36,DA,6698.0,8.265,86.44
Gaia DR2 4877613797642237696,04 43 05.28,-31 29 47.80,DC,7696.0,8.416,99.60
Gaia DR2 4877963407979982848,04 46 52.50,-31 15 10.99,DA,6402.0,8.005,90.84
Gaia DR2 4878090955624034048,04 45 47.98,-30 17 35.51,DA,4921.0,7.931,89.53
Gaia DR2 4878349474000478592,04 43 54.36,-29 56 27.44,DA,5376.0,8.103,63.42
Gaia DR2 4879497982615503872,04 37 22.78,-28 16 15.96,DA,6809.0,8.086,95.61
Gaia DR2 4880424492960744832,04 59 39.24,-27 33 37.10,DA,5171.0,7.913,93.17
Gaia DR2 4880759500412788352,04 57 38.77,-26 20 37.43,DQ,8532.0,8.229,68.24
Gaia DR2 4880976417734692352,04 50 27.15,-27 14 16.56,DA:,5034.0,8.249,91.13
Gaia DR2 4881031221517367936,04 50 27.47,-27 05 18.05,DA,5594.0,7.916,88.08
Gaia DR2 4881613683506038784,04 55 15.73,-25 29 02.12,DA:,5322.0,8.119,95.66
Gaia DR2 488173610727575936,03 36 49.93,64 17 04.66,DA:,4762.0,7.991,72.65
Gaia DR2 488173610730674816,03 36 51.15,64 17 07.23,DA,5549.0,8.181,72.09
Gaia DR2 48825703617706880,04 09 52.71,19 52 47.90,DA,5233.0,7.898,95.02
Gaia DR2 48825707913208704,04 09 52.26,19 52 43.23,DA,4847.0,8.103,82.93
Gaia DR2 4882597643333297408,04 13 20.23,-33 03 29.83,DZ:,4603.0,7.816,81.17
Gaia DR2 4882607160980962176,04 15 39.85,-33 24 35.22,DC:,4958.0,7.955,58.26
Gaia DR2 4882640219343918464,04 15 49.89,-32 51 37.57,DA,4294.0,7.757,74.66
Gaia DR2 4882763364647794560,04 10 52.32,-33 02 15.26,DA,8389.0,7.984,95.65
Gaia DR2 4882772946717904768,04 10 25.42,-33 06 53.47,DQ,9162.0,9.109,94.18
Gaia DR2 4882949246535608064,04 14 30.18,-32 00 52.15,DC:,4863.0,7.952,47.87
Gaia DR2 4883065283668359808,04 03 38.01,-33 46 39.67,DA,9036.0,7.989,92.10
Gaia DR2 488336475887014144,03 50 03.10,65 21 05.07,DA,5103.0,8.114,95.71
Gaia DR2 4883993821238368256,04 05 33.77,-30 59 23.35,DA,5504.0,8.343,97.12
Gaia DR2 4884241035259350912,04 17 49.22,-31 59 27.72,DC:,6603.0,8.169,78.63
Gaia DR2 4884309243636483712,04 21 45.06,-31 43 33.57,DA,6130.0,7.968,40.63
Gaia DR2 4884863328777354752,04 26 33.16,-30 30 56.51,DC:,,,85.07
Gaia DR2 4885878590326674560,04 20 21.43,-29 34 26.01,DAH,6423.0,8.021,31.09
Gaia DR2 4886136352787367296,04 16 56.07,-28 58 53.91,DA,6423.0,8.313,85.98
Gaia DR2 4886168032466422912,04 17 17.99,-28 38 48.30,DA,5468.0,7.931,68.28
Gaia DR2 4886242249501595008,04 16 47.67,-28 15 53.16,DA:,4818.0,7.921,79.92
Gaia DR2 4886599659499344256,03 59 55.50,-31 30 36.52,DA:,5450.0,8.031,81.22
Gaia DR2 488752194362419200,04 01 39.74,64 25 07.95,DA,5000.0,8.114,85.64
Gaia DR2 4887631143142117632,03 49 50.96,-30 31 44.18,DA,6753.0,7.76,90.34
Gaia DR2 4887826439599007488,03 48 03.01,-30 24 09.75,DA,6293.0,8.311,92.28
Gaia DR2 48883840294734208,04 15 34.37,20 08 15.87,DC:,5494.0,7.966,90.59
Gaia DR2 4888554419375407232,03 57 55.17,-28 09 12.79,DC:,5146.0,7.928,65.72
Gaia DR2 4890351953384648320,04 07 01.02,-27 06 16.66,DA,7600.0,7.991,98.62
Gaia DR2 4891162877569574784,04 33 04.05,-28 21 31.66,DA,9469.0,8.215,90.88
Gaia DR2 4891261146421822464,04 25 46.17,-28 56 22.61,DC,7202.0,8.199,64.89
Gaia DR2 4891758744152351232,04 32 45.79,-27 47 11.23,DA,6233.0,7.976,72.93
Gaia DR2 4892820700584751232,04 32 36.54,-25 58 42.70,DA,5401.0,7.854,94.73
Gaia DR2 489365038952243072,04 22 54.28,66 05 28.15,DA,8753.0,8.239,74.23
Gaia DR2 4893995356962398208,04 49 03.46,-24 12 38.25,DA,4873.0,7.964,29.68
Gaia DR2 4894354618089820416,04 36 41.00,-25 05 37.79,DC:,4948.0,8.086,65.17
Gaia DR2 4894990140105042688,04 41 15.30,-23 21 59.18,DA,4473.0,8.057,75.42
Gaia DR2 4895488558175045504,04 17 10.64,-26 45 26.10,DQ,8755.0,8.267,59.84
Gaia DR2 4895745191061380864,04 17 55.50,-25 54 15.00,DA,5611.0,8.276,87.27
Gaia DR2 4895953033118270848,04 19 32.34,-24 56 14.69,DA,5618.0,8.015,72.24
Gaia DR2 4896474240286811648,04 22 26.17,-24 07 24.48,DA,19042.0,9.05,71.67
Gaia DR2 489727804773758208,04 18 34.41,67 23 31.23,DA,5261.0,7.998,98.28
Gaia DR2 489738632386956928,04 22 49.20,67 28 04.70,,,,79.46
Gaia DR2 4898089972622484096,04 30 32.00,-23 08 13.56,DA,4795.0,8.018,81.85
Gaia DR2 4898174321484180224,04 29 18.41,-22 33 55.75,DC,9178.0,8.579,96.60
Gaia DR2 4898310149826754304,04 35 12.35,-22 40 56.52,DA,10304.0,8.006,77.02
Gaia DR2 489876410641183744,03 54 05.94,65 47 52.03,DA,7022.0,8.036,95.95
Gaia DR2 4898880590203092992,04 22 13.64,-22 41 42.02,DZ,7124.0,8.384,88.36
Gaia DR2 4899181203552617216,04 21 38.88,-21 50 41.40,DA,5372.0,7.94,98.58
Gaia DR2 4899531015753744896,04 34 13.36,-20 58 40.55,DA,4755.0,7.84,94.75
Gaia DR2 4900017931901341696,00 02 54.08,-65 33 09.90,DA,5820.0,8.078,63.25
Gaia DR2 4900526799627167488,00 30 08.80,-64 11 31.75,DA,9806.0,8.408,90.20
Gaia DR2 4900583282744063104,00 25 00.33,-63 56 47.64,DA,6832.0,8.22,79.38
Gaia DR2 490100990189461888,03 51 32.85,66 17 59.71,DA,13141.0,8.415,97.59
Gaia DR2 4901104897929882624,00 08 41.63,-64 04 52.61,DA,6422.0,8.03,64.82
Gaia DR2 4901105555059296384,00 08 32.26,-64 05 05.56,DA,5092.0,8.047,75.71
Gaia DR2 4901194301968499072,00 14 05.77,-63 52 57.80,DA:,5139.0,8.056,81.36
Gaia DR2 490169022466344448,03 53 07.02,66 51 14.02,DA:,4896.0,8.247,66.20
Gaia DR2 4901750934025315456,00 29 45.48,-62 32 23.36,CND,,,84.44
Gaia DR2 4902322680072397952,00 51 10.20,-62 21 27.81,DA,8525.0,8.381,87.34
Gaia DR2 4902508566256241152,00 43 19.00,-61 54 53.92,CND,,,89.76
Gaia DR2 4903864092294781184,00 55 06.76,-60 10 27.09,DA:,4491.0,7.731,60.88
Gaia DR2 4904376460418627712,01 01 02.14,-58 05 25.78,,,,88.89
Gaia DR2 4904705253049754112,00 01 35.19,-62 28 52.66,DA,4359.0,8.013,70.30
Gaia DR2 4904857054374717824,00 12 19.37,-61 33 29.51,DA,9774.0,8.073,93.91
Gaia DR2 4904968208127215104,00 15 34.37,-60 49 27.02,DB,15009.0,9.045,73.31
Gaia DR2 4905246861310851072,00 31 28.98,-60 12 57.22,DA,5471.0,8.043,50.53
Gaia DR2 4905586644763227776,00 04 45.66,-61 23 41.58,DC,9115.0,8.135,57.78
Gaia DR2 4905941172838669056,00 06 09.58,-60 08 26.57,,,,83.08
Gaia DR2 4905957459355567232,00 05 38.52,-60 00 31.04,DA,19355.0,8.12,78.69
Gaia DR2 4906307207132391040,00 30 26.88,-58 56 38.73,DB,15263.0,8.044,83.69
Gaia DR2 4906462818091700096,00 18 05.69,-59 07 55.93,DA,6599.0,8.149,48.76
Gaia DR2 4907169670925418752,00 42 43.57,-58 20 37.51,DA,10195.0,8.055,60.02
Gaia DR2 4907742035447425024,00 58 15.34,-56 38 10.51,DZ,8768.0,7.828,80.95
Gaia DR2 4908534714611667072,00 58 02.70,-56 00 33.36,DA,4194.0,7.737,77.36
Gaia DR2 4909119551717563520,01 23 02.50,-58 57 42.98,DC:,8061.0,8.059,45.48
Gaia DR2 4909496508111857024,01 27 16.18,-58 39 30.49,DA,6820.0,7.919,96.84
Gaia DR2 4909586088245414912,01 27 08.81,-57 59 16.05,DA,15888.0,8.953,94.83
Gaia DR2 490974032483668352,03 19 46.89,64 08 53.58,DA,4522.0,7.891,48.56
Gaia DR2 490974032483671424,03 19 46.23,64 09 03.70,DA,5386.0,8.265,48.63
Gaia DR2 4909953149036898816,01 34 43.00,-56 45 45.07,DA,5066.0,7.956,92.66
Gaia DR2 4910514385297296000,01 17 47.69,-56 43 35.49,,,,86.33
Gaia DR2 4912153516616476416,01 49 46.65,-53 49 35.86,DA,7485.0,8.009,67.38
Gaia DR2 4912230203256418048,01 55 49.71,-53 16 23.97,DC:,,,91.49
Gaia DR2 4912427947846613760,01 35 58.90,-54 43 52.57,DA,10290.0,8.044,47.46
Gaia DR2 4912663651355712384,01 32 36.01,-54 24 16.19,DA:,6281.0,8.164,91.29
Gaia DR2 4913392460062770304,01 49 36.61,-51 57 01.10,DA,9216.0,8.575,89.03
Gaia DR2 4913644179504390272,01 10 56.02,-56 03 27.04,DA,4755.0,7.75,95.23
Gaia DR2 4914525090181804416,01 25 27.49,-53 18 07.22,DA,6618.0,8.043,65.39
Gaia DR2 4915185518713156736,01 19 33.75,-53 17 06.09,DA,6517.0,8.13,68.55
Gaia DR2 4916136630630336512,01 36 27.23,-52 21 08.45,DA,5957.0,8.294,71.20
Gaia DR2 491623912573002368,03 38 26.68,66 10 45.24,DA:,3907.0,7.857,60.01
Gaia DR2 491638962139198592,03 41 41.33,66 19 40.98,DA:,4730.0,8.015,69.72
Gaia DR2 4916816266255286400,01 28 29.77,-52 27 02.79,,,,50.73
Gaia DR2 4917144715290866176,01 26 37.25,-51 16 53.40,DA,6461.0,8.058,44.94
Gaia DR2 4917641071774794880,01 44 22.89,-49 14 48.54,DC:,5041.0,8.491,66.20
Gaia DR2 4919035531691616384,00 30 15.11,-56 15 45.00,DA,5728.0,8.03,92.17
Gaia DR2 4919569653824928768,00 09 44.65,-56 39 07.01,DA:,3998.0,7.412,61.15
Gaia DR2 4919904695634389632,00 16 56.10,-56 27 58.58,DA,7481.0,8.378,52.90
Gaia DR2 4920279762242452480,00 34 14.53,-56 34 57.92,DA,7110.0,8.33,83.53
Gaia DR2 4920716130920066048,00 41 58.30,-54 56 02.61,DA,5985.0,8.262,69.76
Gaia DR2 492177379239202304,03 15 39.08,65 59 20.75,DC:,5710.0,8.09,91.98
Gaia DR2 4921827187420093568,00 38 01.00,-53 26 11.30,DQ,6947.0,7.66,93.01
Gaia DR2 4922114228674321792,00 52 28.15,-52 36 40.20,DA,5401.0,8.285,68.51
Gaia DR2 4922208413011811072,00 48 04.94,-52 48 46.82,DA,6128.0,8.031,85.71
Gaia DR2 4922724354548990848,00 01 56.11,-56 17 22.57,DC,7434.0,8.148,99.02
Gaia DR2 4922985935236679168,00 12 10.35,-54 41 24.23,DA,7022.0,8.3,90.75
Gaia DR2 4923825240566074624,00 12 02.50,-54 01 08.96,DA:,4609.0,7.935,73.78
Gaia DR2 4923927529508425984,00 02 51.73,-54 19 54.56,DA,5258.0,7.75,98.35
Gaia DR2 4924036587316807168,00 11 23.21,-53 40 07.67,DC,6641.0,7.902,89.60
Gaia DR2 4925476436449468416,00 51 43.29,-51 08 36.25,DA,10358.0,8.102,85.97
Gaia DR2 4925740628477887232,00 53 11.33,-50 13 24.95,DC,5573.0,8.075,34.82
Gaia DR2 4926464691244602752,00 41 26.69,-50 33 04.37,DC,4177.0,7.702,31.41
Gaia DR2 4927120378131194496,01 09 21.79,-52 56 18.28,DA,8189.0,8.383,43.54
Gaia DR2 492770016006993664,03 35 26.94,67 59 26.02,DZ,6129.0,8.467,88.15
Gaia DR2 4927816575150290688,01 12 03.49,-51 22 31.01,DA,5912.0,7.867,90.90
Gaia DR2 4927880583046712192,01 10 57.30,-51 09 08.44,DC,8259.0,7.996,92.83
Gaia DR2 4928661373741088768,01 10 57.93,-50 33 20.58,DC,6668.0,8.098,96.63
Gaia DR2 4929054895824207488,01 13 04.58,-49 30 28.29,DC:,5042.0,7.77,83.24
Gaia DR2 4929702031433931776,01 25 50.80,-48 57 45.27,DA,7377.0,8.184,96.93
Gaia DR2 4930284051042324608,01 38 34.57,-47 08 45.42,DA:,4385.0,7.931,54.10
Gaia DR2 4930701590582509056,01 19 40.84,-47 49 19.06,DQ,8162.0,7.911,83.05
Gaia DR2 493171509550339840,03 46 14.56,66 55 05.01,DA,5814.0,7.987,78.60
Gaia DR2 493179687167706496,03 48 23.27,66 51 52.03,DA:,5330.0,8.291,77.90
Gaia DR2 4931850545873902336,00 57 30.06,-49 14 40.21,DA,8807.0,7.921,75.86
Gaia DR2 4932064160367400064,01 09 50.12,-48 51 41.98,DC,7305.0,8.046,97.55
Gaia DR2 493222087085562624,03 43 44.59,67 05 59.60,DA,6321.0,8.084,83.07
Gaia DR2 4933778264635784320,01 17 39.31,-47 21 11.99,DA:,5047.0,8.017,68.94
Gaia DR2 493391411875727616,03 54 39.59,68 01 59.20,DC,10069.0,8.269,91.31
Gaia DR2 4935311391864602624,01 21 47.92,-43 52 46.70,DA,5786.0,8.285,76.05
Gaia DR2 4937259348511891456,02 04 06.54,-51 14 38.33,DA,6426.0,7.986,92.63
Gaia DR2 4937404277888087424,01 56 47.87,-51 11 13.31,DA,7364.0,8.035,88.37
Gaia DR2 493751433214206080,04 05 59.59,68 31 59.29,DA,7385.0,7.979,96.33
Gaia DR2 4937973550033463424,02 03 55.04,-49 42 26.74,DA,4642.0,7.777,92.77
Gaia DR2 4938392051646779264,02 23 55.04,-49 46 30.02,DA:,4816.0,8.054,92.43
Gaia DR2 4938471804895975168,02 23 45.75,-49 08 27.15,DA,9237.0,8.107,78.38
Gaia DR2 4938617554609989248,02 17 30.73,-49 03 40.38,DA:,5124.0,7.992,96.09
Gaia DR2 493896500028937728,04 14 20.74,69 21 40.00,DC,5219.0,7.864,61.40
Gaia DR2 4939273829908679808,02 26 17.25,-47 20 22.59,DC,5998.0,8.023,70.68
Gaia DR2 4939671509519402240,02 12 55.74,-47 58 03.27,DA,4743.0,7.908,79.45
Gaia DR2 4940410931088815360,02 21 36.12,-45 33 45.67,DA,5028.0,8.076,81.28
Gaia DR2 4940417047123948672,02 23 47.41,-45 35 50.77,DA,16570.0,8.559,88.64
Gaia DR2 494076686792364160,03 52 48.45,69 16 11.55,,,,77.04
Gaia DR2 4941122688774469248,02 01 14.86,-48 41 59.52,DA,6473.0,7.997,79.88
Gaia DR2 4941138116297095552,02 01 23.28,-48 30 33.00,DA,5841.0,8.226,59.16
Gaia DR2 4941246727430176384,02 02 45.37,-48 04 18.32,DC:,4969.0,7.986,56.75
Gaia DR2 4941513943115539712,02 02 19.12,-47 27 53.16,DA,5345.0,8.239,94.11
Gaia DR2 4941526278261702656,02 01 18.76,-47 16 44.54,DA,4493.0,8.095,84.23
Gaia DR2 4942195988218119168,01 56 57.19,-47 22 45.02,DA,12511.0,7.917,83.89
Gaia DR2 4942248352459388544,01 56 58.54,-47 09 09.30,DA,9558.0,7.961,62.03
Gaia DR2 4942340024239983232,02 02 33.34,-46 32 39.89,DA,5971.0,8.213,95.97
Gaia DR2 4942510272448914432,01 53 10.31,-46 32 30.31,DA,5430.0,8.165,80.51
Gaia DR2 4943347756711486336,02 16 21.15,-45 47 57.82,DC:,5027.0,8.038,49.98
Gaia DR2 4944707234120342528,02 11 38.27,-43 43 38.21,DQ,7914.0,7.888,87.04
Gaia DR2 4945167276657940864,02 36 45.64,-46 44 59.22,DA,5539.0,8.037,84.92
Gaia DR2 4945388832546211456,02 35 53.51,-46 09 16.44,DA,8977.0,8.377,85.20
Gaia DR2 4945893096066567296,02 36 45.91,-44 52 37.04,DA,15705.0,8.254,94.87
Gaia DR2 4945972772003195648,02 43 41.10,-44 34 42.22,DA,6241.0,8.046,46.51
Gaia DR2 4946746484591927168,02 35 12.06,-43 50 58.73,DA,6113.0,8.165,87.96
Gaia DR2 4947267034628505344,02 49 39.88,-44 06 33.83,DA,10611.0,8.118,80.17
Gaia DR2 4947420691378204160,02 49 39.97,-43 34 11.75,DA,6616.0,8.137,80.03
Gaia DR2 494828271711586432,03 42 09.36,70 46 00.84,DA:,5006.0,7.926,57.92
Gaia DR2 4948360503237412736,02 43 16.86,-42 45 12.21,DA,8804.0,8.557,77.76
Gaia DR2 4948376338781193856,02 45 17.81,-42 40 22.61,DA,5835.0,8.209,45.37
Gaia DR2 4948483682899594112,02 46 54.64,-42 09 36.09,DA,8227.0,7.593,86.65
Gaia DR2 4949673182681383936,02 26 11.38,-43 35 02.70,DA,5432.0,7.975,44.09
Gaia DR2 4950472458916949504,02 31 31.10,-41 14 05.99,DA,9138.0,8.156,66.95
Gaia DR2 4950475448214182144,02 31 44.63,-41 06 41.22,DZ,7423.0,8.106,64.92
Gaia DR2 4950706410079175680,02 19 17.71,-42 19 28.14,DA:,5034.0,7.984,84.76
Gaia DR2 4951018916196321280,02 20 47.23,-41 22 23.79,DA,5875.0,8.081,49.36
Gaia DR2 495115995862939904,03 46 25.51,70 15 49.74,DA:,9797.0,8.579,76.91
Gaia DR2 4951160817618937600,02 27 11.76,-41 20 32.23,DA,5687.0,8.091,86.12
Gaia DR2 4951386664179697536,02 27 58.08,-39 57 04.30,DA,6287.0,8.286,93.21
Gaia DR2 4951389619117196928,02 27 56.78,-39 57 09.05,DA:,5209.0,8.113,96.60
Gaia DR2 4952546447084718464,02 46 23.26,-38 07 21.12,DA,9325.0,7.941,56.09
Gaia DR2 4952856371924511360,02 31 06.07,-39 50 41.36,DC,7085.0,8.07,53.31
Gaia DR2 4953284077651320320,02 31 59.68,-38 09 57.81,DA,7477.0,8.439,79.85
Gaia DR2 4953758001522604416,02 34 17.93,-37 15 53.72,DZ:,4613.0,7.808,97.09
Gaia DR2 4954064872642562688,01 43 07.38,-47 01 35.04,DA,9028.0,8.229,77.20
Gaia DR2 4954268041775746816,01 42 07.09,-46 53 30.98,DA,13111.0,8.048,91.27
Gaia DR2 4954598719897945984,01 50 25.17,-45 58 38.95,DA,6328.0,8.36,79.37
